OrderID;ProductCode;QuantityOrdered;PriceEach;OrderDate;City;Country
10215;S18_1097;46;100;1/29/2004 0:00;Burbank;USA
10228;S18_1097;32;100;03.10.04 00:00;Cambridge;USA
10245;S18_1097;29;100;05.04.04 00:00;New Haven;USA
10258;S18_1097;41;100;6/15/2004 0:00;Minato-ku;Japan
10270;S18_1097;43;96.84;7/19/2004 0:00;Chatswood;Australia
10280;S18_1097;24;100;8/17/2004 0:00;Torino;Italy
10291;S18_1097;41;100;09.08.04 00:00;Boras;Sweden
10304;S18_1097;46;98;10.11.04 00:00;Versailles;France
10312;S18_1097;32;100;10/21/2004 0:00;San Rafael;USA
10322;S18_1097;22;100;11.04.04 00:00;Nashua;USA
10333;S18_1097;29;40.25;11/18/2004 0:00;San Francisco;USA
10347;S18_1097;42;49.6;11/29/2004 0:00;Melbourne;Australia
10357;S18_1097;39;98;12.10.04 00:00;San Rafael;USA
10370;S18_1097;27;100;1/20/2005 0:00;North Sydney;Australia
10381;S18_1097;48;98;2/17/2005 0:00;San Francisco;USA
10391;S18_1097;29;85.1;03.09.05 00:00;North Sydney;Australia
10411;S18_1097;27;100;05.01.05 00:00;Montreal;Canada
10424;S18_1097;54;100;5/31/2005 0:00;Madrid;Spain
10109;S18_1129;26;100;03.10.03 00:00;Philadelphia;USA
10122;S18_1129;34;100;05.08.03 00:00;Marseille;France
10136;S18_1129;25;100;07.04.03 00:00;Toulouse;France
10148;S18_1129;23;100;09.11.03 00:00;North Sydney;Australia
10161;S18_1129;28;100;10/17/2003 0:00;Aaarhus;Denmark
10171;S18_1129;35;100;11.05.03 00:00;Montreal;Canada
10181;S18_1129;44;100;11.12.03 00:00;Bergen;Norway
10192;S18_1129;22;100;11/20/2003 0:00;Nashua;USA
10204;S18_1129;42;100;12.02.03 00:00;NYC;USA
10212;S18_1129;29;100;1/16/2004 0:00;Madrid;Spain
10225;S18_1129;32;100;2/22/2004 0:00;Gensve;Switzerland
10240;S18_1129;41;100;4/13/2004 0:00;Osaka;Japan
10253;S18_1129;26;100;06.01.04 00:00;Liverpool;UK
10266;S18_1129;21;100;07.06.04 00:00;Reggio Emilia;Italy
10278;S18_1129;34;100;08.06.04 00:00;Las Vegas;USA
10287;S18_1129;41;100;8/30/2004 0:00;Gensve;Switzerland
10301;S18_1129;37;100;10.05.03 00:00;Oslo;Norway
10310;S18_1129;37;100;10/16/2004 0:00;Koln;Germany
10321;S18_1129;41;100;11.04.04 00:00;New Bedford;USA
10331;S18_1129;46;100;11/17/2004 0:00;Philadelphia;USA
10342;S18_1129;40;100;11/24/2004 0:00;Melbourne;Australia
10356;S18_1129;43;97.6;12.09.04 00:00;Paris;France
10365;S18_1129;30;87.06;01.07.05 00:00;New Bedford;USA
10377;S18_1129;35;100;02.09.05 00:00;Helsinki;Finland
10390;S18_1129;36;93.77;03.04.05 00:00;San Rafael;USA
10406;S18_1129;61;100;4/15/2005 0:00;Kobenhavn;Denmark
10419;S18_1129;38;100;5/17/2005 0:00;Salzburg;Austria
10102;S18_1342;39;100;01.10.03 00:00;NYC;USA
10111;S18_1342;33;99.66;3/25/2003 0:00;San Francisco;USA
10125;S18_1342;32;100;5/21/2003 0:00;Melbourne;Australia
10139;S18_1342;31;100;7/16/2003 0:00;Chatswood;Australia
10149;S18_1342;50;100;09.12.03 00:00;Brisbane;USA
10162;S18_1342;48;91.44;10/18/2003 0:00;San Francisco;USA
10173;S18_1342;43;100;11.05.03 00:00;Bergamo;Italy
10182;S18_1342;25;87.33;11.12.03 00:00;San Rafael;USA
10193;S18_1342;28;100;11/21/2003 0:00;Glen Waverly;Australia
10205;S18_1342;36;100;12.03.03 00:00;Madrid;Spain
10215;S18_1342;27;89.38;1/29/2004 0:00;Burbank;USA
10227;S18_1342;25;100;03.02.04 00:00;Lyon;France
10244;S18_1342;40;100;4/29/2004 0:00;Madrid;Spain
10256;S18_1342;34;95.55;06.08.04 00:00;Kobenhavn;Denmark
10280;S18_1342;50;100;8/17/2004 0:00;Torino;Italy
10289;S18_1342;38;100;09.03.04 00:00;Bergen;Norway
10304;S18_1342;37;95.55;10.11.04 00:00;Versailles;France
10312;S18_1342;43;89.38;10/21/2004 0:00;San Rafael;USA
10322;S18_1342;43;86.3;11.04.04 00:00;Nashua;USA
10332;S18_1342;46;95.13;11/17/2004 0:00;Manchester;UK
10346;S18_1342;42;36.11;11/29/2004 0:00;Las Vegas;USA
10356;S18_1342;50;50.18;12.09.04 00:00;Paris;France
10369;S18_1342;44;100;1/20/2005 0:00;Brickhaven;USA
10380;S18_1342;27;93.16;2/16/2005 0:00;Madrid;Spain
10391;S18_1342;35;100;03.09.05 00:00;North Sydney;Australia
10422;S18_1342;51;95.55;5/30/2005 0:00;Allentown;USA
10102;S18_1367;41;50.14;01.10.03 00:00;NYC;USA
10111;S18_1367;48;49.06;3/25/2003 0:00;San Francisco;USA
10126;S18_1367;42;54.99;5/28/2003 0:00;Madrid;Spain
10139;S18_1367;49;43.13;7/16/2003 0:00;Chatswood;Australia
10149;S18_1367;30;58.22;09.12.03 00:00;Brisbane;USA
10162;S18_1367;45;51.21;10/18/2003 0:00;San Francisco;USA
10173;S18_1367;48;44.21;11.05.03 00:00;Bergamo;Italy
10182;S18_1367;32;54.45;11.12.03 00:00;San Rafael;USA
10193;S18_1367;46;53.37;11/21/2003 0:00;Glen Waverly;Australia
10205;S18_1367;48;63.61;12.03.03 00:00;Madrid;Spain
10215;S18_1367;33;43.13;1/29/2004 0:00;Burbank;USA
10227;S18_1367;31;48.52;03.02.04 00:00;Lyon;France
10244;S18_1367;20;58.22;4/29/2004 0:00;Madrid;Spain
10256;S18_1367;29;51.75;06.08.04 00:00;Kobenhavn;Denmark
10280;S18_1367;27;57.68;8/17/2004 0:00;Torino;Italy
10289;S18_1367;24;56.07;09.03.04 00:00;Bergen;Norway
10304;S18_1367;37;48.52;10.11.04 00:00;Versailles;France
10312;S18_1367;25;44.21;10/21/2004 0:00;San Rafael;USA
10322;S18_1367;41;57.68;11.04.04 00:00;Nashua;USA
10332;S18_1367;27;89.89;11/17/2004 0:00;Manchester;UK
10347;S18_1367;21;58.95;11/29/2004 0:00;Melbourne;Australia
10356;S18_1367;22;72.41;12.09.04 00:00;Paris;France
10369;S18_1367;32;98.63;1/20/2005 0:00;Brickhaven;USA
10381;S18_1367;25;52.83;2/17/2005 0:00;San Francisco;USA
10391;S18_1367;42;100;03.09.05 00:00;North Sydney;Australia
10422;S18_1367;25;51.75;5/30/2005 0:00;Allentown;USA
10110;S18_1589;37;100;3/18/2003 0:00;Manchester;UK
10123;S18_1589;26;100;5/20/2003 0:00;Nantes;France
10137;S18_1589;44;99.55;07.10.03 00:00;Reims;France
10148;S18_1589;47;100;09.11.03 00:00;North Sydney;Australia
10161;S18_1589;43;100;10/17/2003 0:00;Aaarhus;Denmark
10172;S18_1589;42;100;11.05.03 00:00;Bridgewater;USA
10181;S18_1589;42;100;11.12.03 00:00;Bergen;Norway
10192;S18_1589;29;100;11/20/2003 0:00;Nashua;USA
10204;S18_1589;40;100;12.02.03 00:00;NYC;USA
10212;S18_1589;38;100;1/16/2004 0:00;Madrid;Spain
10226;S18_1589;38;100;2/26/2004 0:00;San Diego;USA
10241;S18_1589;21;100;4/13/2004 0:00;Strasbourg;France
10253;S18_1589;24;100;06.01.04 00:00;Liverpool;UK
10266;S18_1589;36;100;07.06.04 00:00;Reggio Emilia;Italy
10278;S18_1589;23;100;08.06.04 00:00;Las Vegas;USA
10288;S18_1589;20;100;09.01.04 00:00;Singapore;Singapore
10301;S18_1589;32;100;10.05.03 00:00;Oslo;Norway
10311;S18_1589;29;100;10/16/2004 0:00;Madrid;Spain
10321;S18_1589;44;100;11.04.04 00:00;New Bedford;USA
10331;S18_1589;44;100;11/17/2004 0:00;Philadelphia;USA
10343;S18_1589;36;100;11/24/2004 0:00;Reims;France
10367;S18_1589;49;56.3;01.12.05 00:00;Pasadena;USA
10378;S18_1589;34;42.64;02.10.05 00:00;Madrid;Spain
10407;S18_1589;59;100;4/22/2005 0:00;San Jose;USA
10419;S18_1589;37;100;5/17/2005 0:00;Salzburg;Austria
10106;S18_1662;36;100;2/17/2003 0:00;Bergamo;Italy
10119;S18_1662;43;100;4/28/2003 0:00;Salzburg;Austria
10131;S18_1662;21;100;6/16/2003 0:00;Glendale;USA
10143;S18_1662;32;100;08.10.03 00:00;New Bedford;USA
10155;S18_1662;38;100;10.06.03 00:00;Helsinki;Finland
10167;S18_1662;43;100;10/23/2003 0:00;Boras;Sweden
10178;S18_1662;42;100;11.08.03 00:00;Toulouse;France
10186;S18_1662;32;100;11/14/2003 0:00;London;UK
10198;S18_1662;42;100;11/27/2003 0:00;Makati City;Philippines
10210;S18_1662;31;100;01.12.04 00:00;Osaka;Japan
10222;S18_1662;49;100;2/19/2004 0:00;San Diego;USA
10250;S18_1662;45;100;05.11.04 00:00;San Jose;USA
10262;S18_1662;49;100;6/24/2004 0:00;Madrid;Spain
10274;S18_1662;41;100;7/21/2004 0:00;Brickhaven;USA
10284;S18_1662;45;100;8/21/2004 0:00;Oslo;Norway
10296;S18_1662;36;100;9/15/2004 0:00;Munich;Germany
10307;S18_1662;39;100;10/14/2004 0:00;Philadelphia;USA
10316;S18_1662;27;100;11.01.04 00:00;Cowes;UK
10327;S18_1662;25;100;11.10.04 00:00;Kobenhavn;Denmark
10338;S18_1662;41;100;11/22/2004 0:00;Charleroi;Belgium
10351;S18_1662;39;99.52;12.03.04 00:00;London;UK
10373;S18_1662;28;57.55;1/31/2005 0:00;Oulu;Finland
10386;S18_1662;25;54.57;03.01.05 00:00;Madrid;Spain
10398;S18_1662;33;100;3/30/2005 0:00;Reims;France
10400;S18_1662;34;100;04.01.05 00:00;San Jose;USA
10416;S18_1662;24;100;05.10.05 00:00;Reggio Emilia;Italy
10100;S18_1749;30;100;01.06.03 00:00;Nashua;USA
10110;S18_1749;42;100;3/18/2003 0:00;Manchester;UK
10124;S18_1749;21;100;5/21/2003 0:00;Las Vegas;USA
10149;S18_1749;34;100;09.12.03 00:00;Brisbane;USA
10162;S18_1749;29;100;10/18/2003 0:00;San Francisco;USA
10173;S18_1749;24;100;11.05.03 00:00;Bergamo;Italy
10182;S18_1749;44;100;11.12.03 00:00;San Rafael;USA
10193;S18_1749;21;100;11/21/2003 0:00;Glen Waverly;Australia
10204;S18_1749;33;100;12.02.03 00:00;NYC;USA
10214;S18_1749;30;100;1/26/2004 0:00;Madrid;Spain
10227;S18_1749;26;100;03.02.04 00:00;Lyon;France
10241;S18_1749;41;100;4/13/2004 0:00;Strasbourg;France
10280;S18_1749;26;100;8/17/2004 0:00;Torino;Italy
10288;S18_1749;32;100;09.01.04 00:00;Singapore;Singapore
10302;S18_1749;43;100;10.06.03 00:00;Liverpool;UK
10312;S18_1749;48;100;10/21/2004 0:00;San Rafael;USA
10331;S18_1749;44;74.04;11/17/2004 0:00;Philadelphia;USA
10344;S18_1749;45;100;11/25/2004 0:00;Marseille;France
10367;S18_1749;37;100;01.12.05 00:00;Pasadena;USA
10379;S18_1749;39;100;02.10.05 00:00;Madrid;Spain
10407;S18_1749;76;100;4/22/2005 0:00;San Jose;USA
10420;S18_1749;37;100;5/29/2005 0:00;Chatswood;Australia
10108;S18_1889;38;82.39;03.03.03 00:00;Makati City;Philippines
10122;S18_1889;43;72.38;05.08.03 00:00;Marseille;France
10135;S18_1889;48;79.31;07.02.03 00:00;San Rafael;USA
10147;S18_1889;26;82.39;09.05.03 00:00;Brickhaven;USA
10160;S18_1889;38;88.55;10.11.03 00:00;Los Angeles;USA
10170;S18_1889;20;63.14;11.04.03 00:00;Graz;Austria
10181;S18_1889;22;73.92;11.12.03 00:00;Bergen;Norway
10192;S18_1889;45;90.86;11/20/2003 0:00;Nashua;USA
10203;S18_1889;45;85.47;12.02.03 00:00;Madrid;Spain
10212;S18_1889;20;66.99;1/16/2004 0:00;Madrid;Spain
10225;S18_1889;47;64.68;2/22/2004 0:00;Gensve;Switzerland
10239;S18_1889;46;73.92;04.12.04 00:00;Oulu;Finland
10253;S18_1889;23;83.93;06.01.04 00:00;Liverpool;UK
10266;S18_1889;33;74.69;07.06.04 00:00;Reggio Emilia;Italy
10278;S18_1889;29;90.86;08.06.04 00:00;Las Vegas;USA
10287;S18_1889;44;82.39;8/30/2004 0:00;Gensve;Switzerland
10300;S18_1889;41;92.4;10.04.03 00:00;Frankfurt;Germany
10310;S18_1889;20;91.63;10/16/2004 0:00;Koln;Germany
10321;S18_1889;37;78.54;11.04.04 00:00;New Bedford;USA
10329;S18_1889;29;100;11/15/2004 0:00;NYC;USA
10342;S18_1889;55;65.45;11/24/2004 0:00;Melbourne;Australia
10363;S18_1889;22;100;01.06.05 00:00;Espoo;Finland
10377;S18_1889;31;67.76;02.09.05 00:00;Helsinki;Finland
10389;S18_1889;49;79.22;03.03.05 00:00;Boras;Sweden
10405;S18_1889;61;73.92;4/14/2005 0:00;Strasbourg;France
10419;S18_1889;39;83.93;5/17/2005 0:00;Salzburg;Austria
10109;S18_1984;38;100;03.10.03 00:00;Philadelphia;USA
10122;S18_1984;31;100;05.08.03 00:00;Marseille;France
10136;S18_1984;36;100;07.04.03 00:00;Toulouse;France
10148;S18_1984;25;100;09.11.03 00:00;North Sydney;Australia
10161;S18_1984;48;100;10/17/2003 0:00;Aaarhus;Denmark
10171;S18_1984;35;100;11.05.03 00:00;Montreal;Canada
10181;S18_1984;21;100;11.12.03 00:00;Bergen;Norway
10192;S18_1984;47;100;11/20/2003 0:00;Nashua;USA
10204;S18_1984;38;100;12.02.03 00:00;NYC;USA
10212;S18_1984;41;100;1/16/2004 0:00;Madrid;Spain
10226;S18_1984;24;100;2/26/2004 0:00;San Diego;USA
10240;S18_1984;37;100;4/13/2004 0:00;Osaka;Japan
10253;S18_1984;33;100;06.01.04 00:00;Liverpool;UK
10266;S18_1984;49;100;07.06.04 00:00;Reggio Emilia;Italy
10278;S18_1984;29;100;08.06.04 00:00;Las Vegas;USA
10287;S18_1984;24;100;8/30/2004 0:00;Gensve;Switzerland
10301;S18_1984;47;100;10.05.03 00:00;Oslo;Norway
10310;S18_1984;24;100;10/16/2004 0:00;Koln;Germany
10321;S18_1984;25;100;11.04.04 00:00;New Bedford;USA
10331;S18_1984;30;32.47;11/17/2004 0:00;Philadelphia;USA
10342;S18_1984;22;100;11/24/2004 0:00;Melbourne;Australia
10356;S18_1984;27;64.69;12.09.04 00:00;Paris;France
10366;S18_1984;34;100;01.10.05 00:00;Charleroi;Belgium
10377;S18_1984;36;100;02.09.05 00:00;Helsinki;Finland
10390;S18_1984;34;43.05;03.04.05 00:00;San Rafael;USA
10406;S18_1984;48;100;4/15/2005 0:00;Kobenhavn;Denmark
10419;S18_1984;34;100;5/17/2005 0:00;Salzburg;Austria
10104;S18_2238;24;100;1/31/2003 0:00;Madrid;Spain
10115;S18_2238;46;100;04.04.03 00:00;NYC;USA
10127;S18_2238;45;100;06.03.03 00:00;NYC;USA
10141;S18_2238;39;100;08.01.03 00:00;Espoo;Finland
10151;S18_2238;43;100;9/21/2003 0:00;Oulu;Finland
10165;S18_2238;29;100;10/22/2003 0:00;Singapore;Singapore
10176;S18_2238;20;100;11.06.03 00:00;Reggio Emilia;Italy
10184;S18_2238;46;100;11/14/2003 0:00;Sevilla;Spain
10195;S18_2238;27;100;11/25/2003 0:00;White Plains;USA
10207;S18_2238;44;100;12.09.03 00:00;Boston;USA
10219;S18_2238;43;100;02.10.04 00:00;Brisbane;USA
10230;S18_2238;49;100;3/15/2004 0:00;Frankfurt;Germany
10246;S18_2238;40;100;05.05.04 00:00;Madrid;Spain
10259;S18_2238;30;100;6/15/2004 0:00;Singapore;Singapore
10271;S18_2238;50;100;7/20/2004 0:00;San Rafael;USA
10282;S18_2238;23;100;8/20/2004 0:00;San Rafael;USA
10292;S18_2238;26;100;09.08.04 00:00;NYC;USA
10305;S18_2238;27;100;10/13/2004 0:00;Cambridge;USA
10314;S18_2238;42;100;10/22/2004 0:00;Aaarhus;Denmark
10324;S18_2238;47;100;11.05.04 00:00;NYC;USA
10336;S18_2238;49;100;11/20/2004 0:00;Paris;France
10349;S18_2238;38;100;12.01.04 00:00;NYC;USA
10358;S18_2238;20;100;12.10.04 00:00;Madrid;Spain
10371;S18_2238;25;100;1/23/2005 0:00;San Rafael;USA
10382;S18_2238;25;88;2/17/2005 0:00;San Rafael;USA
10412;S18_2238;41;100;05.03.05 00:00;Madrid;Spain
10425;S18_2238;28;100;5/31/2005 0:00;Nantes;France
10100;S18_2248;50;67.8;01.06.03 00:00;Nashua;USA
10110;S18_2248;32;50.25;3/18/2003 0:00;Manchester;UK
10124;S18_2248;42;53.88;5/21/2003 0:00;Las Vegas;USA
10149;S18_2248;24;62.36;09.12.03 00:00;Brisbane;USA
10162;S18_2248;27;69.62;10/18/2003 0:00;San Francisco;USA
10173;S18_2248;26;57.51;11.05.03 00:00;Bergamo;Italy
10182;S18_2248;38;61.15;11.12.03 00:00;San Rafael;USA
10193;S18_2248;42;59.33;11/21/2003 0:00;Glen Waverly;Australia
10204;S18_2248;23;71.44;12.02.03 00:00;NYC;USA
10214;S18_2248;21;62.96;1/26/2004 0:00;Madrid;Spain
10227;S18_2248;28;50.85;03.02.04 00:00;Lyon;France
10241;S18_2248;33;72.65;4/13/2004 0:00;Strasbourg;France
10280;S18_2248;25;62.96;8/17/2004 0:00;Torino;Italy
10288;S18_2248;28;61.75;09.01.04 00:00;Singapore;Singapore
10303;S18_2248;46;49.04;10.06.04 00:00;Sevilla;Spain
10312;S18_2248;30;61.15;10/21/2004 0:00;San Rafael;USA
10332;S18_2248;38;84.25;11/17/2004 0:00;Manchester;UK
10344;S18_2248;40;56.91;11/25/2004 0:00;Marseille;France
10367;S18_2248;45;100;01.12.05 00:00;Pasadena;USA
10379;S18_2248;27;49.3;02.10.05 00:00;Madrid;Spain
10407;S18_2248;42;72.65;4/22/2005 0:00;San Jose;USA
10420;S18_2248;36;63.57;5/29/2005 0:00;Chatswood;Australia
10104;S18_2319;29;100;1/31/2003 0:00;Madrid;Spain
10114;S18_2319;39;100;04.01.03 00:00;Paris;France
10127;S18_2319;45;100;06.03.03 00:00;NYC;USA
10141;S18_2319;47;100;08.01.03 00:00;Espoo;Finland
10151;S18_2319;49;100;9/21/2003 0:00;Oulu;Finland
10165;S18_2319;46;100;10/22/2003 0:00;Singapore;Singapore
10175;S18_2319;48;100;11.06.03 00:00;London;UK
10184;S18_2319;46;100;11/14/2003 0:00;Sevilla;Spain
10195;S18_2319;35;100;11/25/2003 0:00;White Plains;USA
10207;S18_2319;43;100;12.09.03 00:00;Boston;USA
10229;S18_2319;26;100;03.11.04 00:00;San Rafael;USA
10246;S18_2319;22;98.18;05.05.04 00:00;Madrid;Spain
10259;S18_2319;34;99.41;6/15/2004 0:00;Singapore;Singapore
10271;S18_2319;50;100;7/20/2004 0:00;San Rafael;USA
10281;S18_2319;48;100;8/19/2004 0:00;Allentown;USA
10292;S18_2319;41;100;09.08.04 00:00;NYC;USA
10305;S18_2319;36;100;10/13/2004 0:00;Cambridge;USA
10313;S18_2319;29;100;10/22/2004 0:00;Vancouver;Canada
10324;S18_2319;33;37.48;11.05.04 00:00;NYC;USA
10334;S18_2319;46;100;11/19/2004 0:00;Lule;Sweden
10349;S18_2319;38;100;12.01.04 00:00;NYC;USA
10358;S18_2319;20;36.42;12.10.04 00:00;Madrid;Spain
10370;S18_2319;22;100;1/20/2005 0:00;North Sydney;Australia
10383;S18_2319;27;100;2/22/2005 0:00;Madrid;Spain
10412;S18_2319;56;98.18;05.03.05 00:00;Madrid;Spain
10425;S18_2319;38;99.41;5/31/2005 0:00;Nantes;France
10101;S18_2325;25;100;01.09.03 00:00;Frankfurt;Germany
10110;S18_2325;33;100;3/18/2003 0:00;Manchester;UK
10124;S18_2325;42;100;5/21/2003 0:00;Las Vegas;USA
10149;S18_2325;33;100;09.12.03 00:00;Brisbane;USA
10162;S18_2325;38;100;10/18/2003 0:00;San Francisco;USA
10173;S18_2325;31;100;11.05.03 00:00;Bergamo;Italy
10182;S18_2325;20;100;11.12.03 00:00;San Rafael;USA
10193;S18_2325;44;100;11/21/2003 0:00;Glen Waverly;Australia
10204;S18_2325;26;100;12.02.03 00:00;NYC;USA
10214;S18_2325;27;100;1/26/2004 0:00;Madrid;Spain
10227;S18_2325;46;100;03.02.04 00:00;Lyon;France
10243;S18_2325;47;100;4/26/2004 0:00;Boston;USA
10280;S18_2325;37;100;8/17/2004 0:00;Torino;Italy
10288;S18_2325;31;100;09.01.04 00:00;Singapore;Singapore
10304;S18_2325;24;100;10.11.04 00:00;Versailles;France
10312;S18_2325;31;100;10/21/2004 0:00;San Rafael;USA
10322;S18_2325;50;100;11.04.04 00:00;Nashua;USA
10332;S18_2325;35;64.69;11/17/2004 0:00;Manchester;UK
10344;S18_2325;30;100;11/25/2004 0:00;Marseille;France
10356;S18_2325;29;100;12.09.04 00:00;Paris;France
10367;S18_2325;27;100;01.12.05 00:00;Pasadena;USA
10380;S18_2325;40;100;2/16/2005 0:00;Madrid;Spain
10390;S18_2325;31;98.99;03.04.05 00:00;San Rafael;USA
10409;S18_2325;6;100;4/23/2005 0:00;Singapore;Singapore
10420;S18_2325;45;100;5/29/2005 0:00;Chatswood;Australia
10103;S18_2432;22;54.09;1/29/2003 0:00;Stavern;Norway
10114;S18_2432;45;68.67;04.01.03 00:00;Paris;France
10126;S18_2432;43;65.02;5/28/2003 0:00;Madrid;Spain
10140;S18_2432;46;61.99;7/24/2003 0:00;Burlingame;USA
10151;S18_2432;39;69.28;9/21/2003 0:00;Oulu;Finland
10165;S18_2432;31;71.1;10/22/2003 0:00;Singapore;Singapore
10175;S18_2432;41;69.28;11.06.03 00:00;London;UK
10184;S18_2432;44;60.16;11/14/2003 0:00;Sevilla;Spain
10194;S18_2432;45;70.49;11/25/2003 0:00;Lyon;France
10207;S18_2432;37;69.89;12.09.03 00:00;Boston;USA
10217;S18_2432;35;61.38;02.04.04 00:00;Singapore;Singapore
10229;S18_2432;28;59.55;03.11.04 00:00;San Rafael;USA
10246;S18_2432;30;61.99;05.05.04 00:00;Madrid;Spain
10259;S18_2432;30;49.22;6/15/2004 0:00;Singapore;Singapore
10271;S18_2432;25;69.28;7/20/2004 0:00;San Rafael;USA
10281;S18_2432;29;57.73;8/19/2004 0:00;Allentown;USA
10291;S18_2432;26;57.73;09.08.04 00:00;Boras;Sweden
10305;S18_2432;41;53.48;10/13/2004 0:00;Cambridge;USA
10313;S18_2432;34;52.87;10/22/2004 0:00;Vancouver;Canada
10322;S18_2432;35;61.21;11.04.04 00:00;Nashua;USA
10334;S18_2432;34;61.38;11/19/2004 0:00;Lule;Sweden
10347;S18_2432;50;100;11/29/2004 0:00;Melbourne;Australia
10357;S18_2432;41;61.99;12.10.04 00:00;San Rafael;USA
10370;S18_2432;22;96.86;1/20/2005 0:00;North Sydney;Australia
10381;S18_2432;35;48.62;2/17/2005 0:00;San Francisco;USA
10391;S18_2432;44;38.5;03.09.05 00:00;North Sydney;Australia
10412;S18_2432;47;61.99;05.03.05 00:00;Madrid;Spain
10425;S18_2432;19;49.22;5/31/2005 0:00;Nantes;France
10106;S18_2581;34;90.39;2/17/2003 0:00;Bergamo;Italy
10120;S18_2581;29;71.81;4/29/2003 0:00;Melbourne;Australia
10133;S18_2581;49;69.27;6/27/2003 0:00;Madrid;Spain
10145;S18_2581;30;85.32;8/25/2003 0:00;Pasadena;USA
10168;S18_2581;21;70.96;10/28/2003 0:00;Burlingame;USA
10210;S18_2581;50;76.88;01.12.04 00:00;Osaka;Japan
10223;S18_2581;47;100;2/20/2004 0:00;Melbourne;Australia
10235;S18_2581;24;76.03;04.02.04 00:00;Tsawassen;Canada
10250;S18_2581;27;98.84;05.11.04 00:00;San Jose;USA
10263;S18_2581;33;86.17;6/28/2004 0:00;Bridgewater;USA
10275;S18_2581;35;90.39;7/23/2004 0:00;Nantes;France
10284;S18_2581;31;71.81;8/21/2004 0:00;Oslo;Norway
10297;S18_2581;25;82.79;9/16/2004 0:00;Dublin;Ireland
10308;S18_2581;27;82.79;10/15/2004 0:00;White Plains;USA
10318;S18_2581;31;100;11.02.04 00:00;Allentown;USA
10327;S18_2581;45;100;11.10.04 00:00;Kobenhavn;Denmark
10339;S18_2581;27;100;11/23/2004 0:00;Minato-ku;Japan
10353;S18_2581;27;100;12.04.04 00:00;Glendale;USA
10374;S18_2581;42;69.27;02.02.05 00:00;South Brisbane;Australia
10386;S18_2581;21;74.77;03.01.05 00:00;Madrid;Spain
10398;S18_2581;34;76.88;3/30/2005 0:00;Reims;France
10401;S18_2581;42;76.03;04.03.05 00:00;Newark;USA
10416;S18_2581;15;98.84;05.10.05 00:00;Reggio Emilia;Italy
10107;S18_2625;29;70.87;2/24/2003 0:00;NYC;USA
10120;S18_2625;46;58.15;4/29/2003 0:00;Melbourne;Australia
10145;S18_2625;30;49.67;8/25/2003 0:00;Pasadena;USA
10159;S18_2625;42;51.48;10.10.03 00:00;San Francisco;USA
10168;S18_2625;46;61.18;10/28/2003 0:00;Burlingame;USA
10180;S18_2625;25;64.2;11.11.03 00:00;Lille;France
10188;S18_2625;32;65.42;11/18/2003 0:00;Bergen;Norway
10201;S18_2625;30;64.81;12.01.03 00:00;San Francisco;USA
10210;S18_2625;40;49.67;01.12.04 00:00;Osaka;Japan
10223;S18_2625;28;60.57;2/20/2004 0:00;Melbourne;Australia
10236;S18_2625;23;55.72;04.03.04 00:00;Philadelphia;USA
10251;S18_2625;29;61.18;5/18/2004 0:00;Newark;USA
10263;S18_2625;34;58.75;6/28/2004 0:00;Bridgewater;USA
10275;S18_2625;37;63.6;7/23/2004 0:00;Nantes;France
10285;S18_2625;20;49.06;8/27/2004 0:00;Cambridge;USA
10298;S18_2625;32;48.46;9/27/2004 0:00;Nantes;France
10308;S18_2625;34;52.09;10/15/2004 0:00;White Plains;USA
10318;S18_2625;42;52.7;11.02.04 00:00;Allentown;USA
10329;S18_2625;38;100;11/15/2004 0:00;NYC;USA
10339;S18_2625;30;62.16;11/23/2004 0:00;Minato-ku;Japan
10362;S18_2625;23;49.67;01.05.05 00:00;Burlingame;USA
10374;S18_2625;22;53.3;02.02.05 00:00;South Brisbane;Australia
10389;S18_2625;39;100;03.03.05 00:00;Boras;Sweden
10402;S18_2625;55;55.72;04.07.05 00:00;Paris;France
10417;S18_2625;36;61.18;5/13/2005 0:00;Madrid;Spain
10101;S18_2795;26;100;01.09.03 00:00;Frankfurt;Germany
10110;S18_2795;31;100;3/18/2003 0:00;Manchester;UK
10125;S18_2795;34;100;5/21/2003 0:00;Melbourne;Australia
10139;S18_2795;41;100;7/16/2003 0:00;Chatswood;Australia
10149;S18_2795;23;100;09.12.03 00:00;Brisbane;USA
10162;S18_2795;48;100;10/18/2003 0:00;San Francisco;USA
10173;S18_2795;22;100;11.05.03 00:00;Bergamo;Italy
10182;S18_2795;21;100;11.12.03 00:00;San Rafael;USA
10193;S18_2795;22;100;11/21/2003 0:00;Glen Waverly;Australia
10205;S18_2795;40;100;12.03.03 00:00;Madrid;Spain
10214;S18_2795;50;100;1/26/2004 0:00;Madrid;Spain
10227;S18_2795;29;100;03.02.04 00:00;Lyon;France
10244;S18_2795;43;100;4/29/2004 0:00;Madrid;Spain
10255;S18_2795;24;100;06.04.04 00:00;Strasbourg;France
10280;S18_2795;22;100;8/17/2004 0:00;Torino;Italy
10289;S18_2795;43;100;09.03.04 00:00;Bergen;Norway
10304;S18_2795;20;100;10.11.04 00:00;Versailles;France
10312;S18_2795;25;100;10/21/2004 0:00;San Rafael;USA
10322;S18_2795;36;100;11.04.04 00:00;Nashua;USA
10332;S18_2795;24;52.67;11/17/2004 0:00;Manchester;UK
